"Município";"Exercício";"Semestre";"Função de Governo";"Órgão Contratante";"Denominação/Destinação da Obra";"Endereço da Obra";"PPA (previsão)";"LDO (previsão)";"Meta Física Anual/Atendimento da População";"Valor Inicial Previsto";"Valor Total Contratado";"Nome da Empresa Contratada";"Data de Início da Obra";"V. Total dos Termos Aditivos";"Reajuste/Revisão do Contrato em %";"Nível de Execução Física";"Valor Total Pago";"Data Prevista para Conclusão";"Situação da Obra";"Data do Recebimento Definitivo";"Nome do Servidor Responsável";"Observações"
"Nhandeara";"2015";"1";"Educação";"Prefeitura Municipal de Nhandeara";"Cobertura de Quadra Esportiva da Escola Lúcio Antonio Zocal";"Rua José de Paula da Silveira n.º 137";"sim";"sim";"Aproximadamente 195 crianças";"R$ 247.948,67 ";"R$ 235.453,04 ";"Engenil de Nipoã Construtora Ltda.";"25/07/2014";"R$ 0,00 ";"0,00%";"52%";"R$ 121.294,53 ";"25/01/2016";"Em andamento";"";"Alessandro Cassiano Alves";""
"Nhandeara";"2015";"1";"Desporto e Lazer";"Prefeitura Municipal de Nhandeara";"Reforma e Ampliação do Centro Comunitário do Distrito de Ida Iolanda";"Rua Anita n.º 113";"sim";"sim";"Toda a população do Distrtito de Ida Iolanda";"R$ 216.295,20 ";"R$ 215.137,50 ";"Florecon Const. e Empreendimentos Ltda.";"27/06/2012";"R$ 83.720,53 ";"38,91%";"80%";"R$ 238.417,49 ";"27/02/2016";"Em andamento";"";"Alessandro Cassiano Alves";""
"Nhandeara";"2015";"1";"Saúde";"Prefeitura Municipal de Nhandeara";"Construção de uma Unidade Básica de Saúde - Porte I - Setor Oeste";"Rua José de Paula da Silveira esq. c/ Rua Cherubim Marcos Mortari";"sim";"sim";"Aproximadamente 3000 habitantes";"R$ 518.147,23 ";"R$ 517.987,60 ";"Engenil de Nipoã Construtora Ltda.";"27/10/2014";"R$ 15.106,39 ";"2,92%";"16%";"R$ 85.016,03 ";"26/07/2015";"Em andamento";"";"Alessandro Cassiano Alves";""
"Nhandeara";"2015";"1";"Urb./Habitação";"Prefeitura Municipal de Nhandeara";"""Obras do Conjunto Habitacional Nhandeara """"G""""""";"Rua Benedito Carlos dos Reis";"sim";"sim";"210 famílias";"R$ 8.027.297,42 ";"R$ 7.685.000,00 ";"HBJ Construtora EIRELI - EPP";"07/11/2014";"R$ 0,00 ";"0,00%";"11%";"R$ 867.023,50 ";"06/11/2015";"Em andamento";"";"Alessandro Cassiano Alves";""
"Nhandeara";"2015";"1";"Educação";"Prefeitura Municipal de Nhandeara";"""Reforma da EMEF """"Professor Lúcio Antonio Zocal""""""";"Rua José de Paula da Silveira n.º 137";"sim";"sim";"Aproximadamente 195 crianças";"R$ 154.142,03 ";"R$ 135.943,56 ";"Kairós Construções e Empreendimentos Fernandópolis Ltda. - EPP";"26/11/2014";"R$ 55.372,96 ";"40,73%";"84%";"R$ 160.564,08 ";"25/11/2015";"Em andamento";"";"Alessandro Cassiano Alves";""
"Nhandeara";"2015";"1";"Saneamento";"Prefeitura Municipal de Nhandeara";"Sistema de Esgotamento Sanitário";"Bairros diversos da cidade de Nhandeara";"sim";"sim";"Aproximadamente 5000 moradores";"R$ 1.037.690,81 ";"R$ 844.496,82 ";"Amaralina Construções e Empreendimentos Ltda.";"25/06/2012";"R$ 177.119,29 ";"20,97%";"90%";"R$ 918.053,37 ";"25/12/2015";"Em andamento";"";"Alessandro Cassiano Alves";""
"Nhandeara";"2015";"1";"Desporto e Lazer";"Prefeitura Municipal de Nhandeara";"Revitalização do Parque do Bairro Santa Luzia";"Parque do Bairro Santa Luzia";"sim";"sim";"Toda a população";"R$ 114.801,75 ";"R$ 114.295,33 ";"Florecon Const. e Empreendimentos Ltda.";"15/04/2011";"R$ 14.501,85 ";"12,69%";"100%";"R$ 83.784,79 ";"";"Concluída";"";"Alessandro Cassiano Alves";"Obra concluída e com saldo a pagar (aguardando repasse Federal)"
"Nhandeara";"2015";"1";"Desporto e Lazer";"Prefeitura Municipal de Nhandeara";"""Equipamento Social e Comunitário - Execução de Centro Comunitário no Conj. Hab. Nhandeara """"C""""""";"Rua Padre Zenon Teodor Jezierski n.º 252";"sim";"sim";"Aproximadamente 800 habitantes";"R$ 201.740,09 ";"R$ 200.265,54 ";"Engenil de Nipoã Construtora Ltda.";"27/10/2011";"R$ 50.028,57 ";"24,98%";"100%";"R$ 250.294,11 ";"";"Concluída";"";"Alessandro Cassiano Alves";""
"Nhandeara";"2015";"1";"Educação";"Prefeitura Municipal de Nhandeara";"Execução de Obras de Construção de Escola";"Rua José Prates n.º 32";"sim";"sim";"Aproximadamente 200 crianças";"R$ 982.537,92 ";"R$ 973.600,87 ";"JCA Construtora e Engenharia Ltda. - EPP";"14/10/2011";"R$ 221.105,81 ";"22,71%";"86%";"R$ 1.028.091,18 ";"15/08/2015";"Em andamento";"";"Alessandro Cassiano Alves";""
"Nhandeara";"2015";"1";"Saúde";"Prefeitura Municipal de Nhandeara";"Reforma e Ampliação da UBS do Distrito de Ida Iolanda";"Rua Tiradentes n.º 32";"sim";"sim";"Toda a população do Distrtito de Ida Iolanda";"R$ 75.858,41 ";"R$ 71.306,48 ";"Engenil de Nipoã Construtora Ltda.";"04/05/2012";"R$ 0,00 ";"0,00%";"95%";"R$ 67.440,78 ";"02/09/2015";"Em andamento";"";"Alessandro Cassiano Alves";""
"Nhandeara";"2015";"1";"Educação";"Prefeitura Municipal de Nhandeara";"Construção de Escola - Proinfância";"Rua Projetada 01 n.º 551 - Jardim Renata";"sim";"sim";"240 crianças";"R$ 1.308.979,27 ";"R$ 1.305.000,00 ";"JCA Construtora e Engenharia Ltda. - EPP";"25/05/2012";"R$ 78.539,61 ";"6,02%";"53%";"R$ 734.077,41 ";"25/10/2015";"Em andamento";"";"Alessandro Cassiano Alves";""
"Nhandeara";"2015";"1";"Urb./Habitação";"Prefeitura Municipal de Nhandeara";"Recapeamento Asfáltico e Sinalização de Vias Urbanas";"Jd. Alvorada e Distrito de Ida Iolanda";"sim";"sim";"Aproximadamente 1500 habitantes";"R$ 117.957,08 ";"R$ 92.825,10 ";"Noroeste Construtora e Serviços de Topografia Ltda - EPP";"04/05/2015";"R$ 0,00 ";"0,00%";"100%";"R$ 92.825,10 ";"";"Concluída";"";"Alessandro Cassiano Alves";""
"Nhandeara";"2015";"1";"Educação";"Prefeitura Municipal de Nhandeara";"""Reforma da EMEF """"Joaquim Fernandes de Melo""""""";"Avenida Nahar Soubhia n.º 112";"sim";"sim";"214 crianças";"R$ 523.657,79 ";"R$ 455.875,95 ";"Kairós Construções e Empreendimentos Fernandópolis Ltda. - EPP";"04/03/2015";"R$ 0,00 ";"0,00%";"31%";"R$ 141.660,36 ";"04/07/2015";"Em andamento";"";"Alessandro Cassiano Alves";""
"Nipoã";"2015";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Nova Aliança";"2015";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Nova Canaã Paulista";"2015";"1";"Urb./Habitação";"Prefeitura Municipal de Nova Canaã Paulista";"Contratação de empresa para prestação de serviços de construção de um abrigo eem Praça Pública, em Socimbra";"";"sim";"sim";"2.106";"R$ 6.424,52 ";"R$ 6.424,52 ";"Gilberto A. Santos Construtora";"14/04/2015";"R$ 0,00 ";"0,00%";"100%";"R$ 6.424,52 ";"13/05/2015";"Concluída";"05/05/2015";"Hermes Caires Teixeira";""
"Nova Canaã Paulista";"2015";"1";"Urb./Habitação";"Prefeitura Municipal de Nova Canaã Paulista";"Contratação de empresa para a execução de obras e serviços e fornecimento de material para edificação de 72 (setenta e duas) unidades habitacionais, no empreendimento Nova Canaã Paulista “B”";"";"sim";"sim";"2.106";"R$ 4.771.049,76 ";"R$ 4.768.143,12 ";"Construtora Tapajós Ltda ";"18/05/2012";"R$ 777.889,15 ";"16,31%";"90%";"R$ 4.284.343,12 ";"31/05/2014";"Em andamento";"";"Hermes Caires Teixeira";""
"Nova Canaã Paulista";"2015";"1";"Ind. e Comércio";"Prefeitura Municipal de Nova Canaã Paulista";"Contratação de empresa para execução de obra de construção de prédio residencial medindo 141,34 m²";"";"sim";"sim";"2.106";"R$ 71.912,54 ";"R$ 79.356,54 ";"Engeplan Terraplenagem, Construção Civil e Pavimentação Ltda ";"07/08/2012";"R$ 0,00 ";"0,00%";"53%";"R$ 42.547,17 ";"-";"Parada / Falta de Recursos";"";"Hermes Caires Teixeira";"Contrato rescindido amigavelmente ¹"
"Nova Canaã Paulista";"2015";"1";"Transporte";"Prefeitura Municipal de Nova Canaã Paulista";"Contratação de empresa para construção de ponte de concreto armado sobre o Córrego do Engano na Estrada NCP 370";"";"sim";"sim";"2.106";"R$ 0,00 ";"R$ 0,00 ";"-";"-";"R$ 0,00 ";"0,00%";"0%";"R$ 0,00 ";"-";"Outros";"";"Hermes Caires Teixeira";"Processo revogado 15/04/2015"
"Nova Canaã Paulista";"2015";"1";"Educação";"Prefeitura Municipal de Nova Canaã Paulista";"Contratação de empresa para execução de 1.388,59 m² de cobertura metálica em quadra poliesportiva";"";"sim";"sim";"2.106";"R$ 250.970,51 ";"R$ 204.263,89 ";"Andréia de P. F. Oliveira ME";"29/11/2013";"R$ 0,00 ";"0,00%";"67%";"R$ 127.243,89 ";"31/03/2014";"Outros";"";"Hermes Caires Teixeira";"Contrato rescindido/ Abertura novo processo ²"
"Nova Canaã Paulista";"2015";"1";"Urb./Habitação";"Prefeitura Municipal de Nova Canaã Paulista";"Contratação de empresa para construção do prédio da Delegacia de Polícia do município de Nova Canaã Paulista";"";"sim";"sim";"2.106";"R$ 693.750,66 ";"R$ 692.779,43 ";"Labore Serviços e Construções Ltda EPP";"20/05/2014";"R$ 0,00 ";"0,00%";"100%";"R$ 684.843,90 ";"17/10/2014";"Em andamento";"";"Hermes Caires Teixeira";""
"Nova Canaã Paulista";"2015";"1";"Urb./Habitação";"Prefeitura Municipal de Nova Canaã Paulista";"Contratação de empresa para implantação de galerias de águas pluviais na Rua 8, entre a Rua 11 e Rua 13";"";"sim";"sim";"2.106";"R$ 149.974,35 ";"R$ 148.400,54 ";"Engeplan Terraplenagem, Construção Civil e Pavimentação Ltda ";"20/05/2014";"R$ 0,00 ";"0,00%";"0%";"R$ 0,00 ";"18/08/2014";"Em andamento";"";"Hermes Caires Teixeira";""
"Nova Canaã Paulista";"2015";"1";"Urb./Habitação";"Prefeitura Municipal de Nova Canaã Paulista";"Contratação de empresa para execução de 485,0 m² de reforma e adequação do Centro de Multiplouso";"";"sim";"sim";"2.106";"R$ 310.000,00 ";"R$ 308.725,86 ";"Roberto Jorge Garcia ME";"15/09/2014";"R$ 0,00 ";"0,00%";"90%";"R$ 266.405,95 ";"12/02/2015";"Em andamento";"";"Hermes Caires Teixeira";""
"Nova Canaã Paulista";"2015";"1";"Saúde";"Prefeitura Municipal de Nova Canaã Paulista";"Contratação de empresa para ampliação da Unidade Básica de Saúde do município de Nova Canaã Paulista";"";"sim";"sim";"2.106";"R$ 216.000,00 ";"R$ 214.000,00 ";"Gilberto A. Santos Construtora";"31/03/2014";"R$ 0,00 ";"0,00%";"100%";"R$ 214.000,00 ";"29/07/2014";"Concluída";"";"Hermes Caires Teixeira";""
"Nova Canaã Paulista";"2015";"1";"Ind. e Comércio";"Prefeitura Municipal de Nova Canaã Paulista";"Contratação de empresa para execução de obra de construção de prédio residencial medindo 141,34 m²";"";"sim";"sim";"2.106";"R$ 13.750,25 ";"R$ 13.750,25 ";"Engeplan Terraplenagem, Construção Civil e Pavimentação Ltda ";"12/03/2015";"R$ 0,00 ";"0,00%";"100%";"R$ 13.750,25 ";"20/04/2015";"Concluída";"25/04/2015";"Hermes Caires Teixeira";"Contrato apenas de prestação de serviços ¹"
"Nova Canaã Paulista";"2015";"1";"Educação";"Prefeitura Municipal de Nova Canaã Paulista";"Contratação de empresa para execução de 1.388,59 m² de cobertura metálica em quadra poliesportiva";"";"sim";"sim";"2.106";"R$ 141.245,28 ";"R$ 123.562,50 ";"LGR Construtora Ltda";"06/04/2015";"R$ 0,00 ";"0,00%";"100%";"R$ 122.059,25 ";"04/07/2015";"Outros";"";"Hermes Caires Teixeira";"Remanescente da obra²"
"Nova Castilho";"2015";"1";"Urb./Habitação";"PREFEITURA MUNICIPAL DE NOVA CASTILHO";"REFORMA E REMODELAGEM DA PRAÇA CENTRAL";"PRAÇA DA MATRIZ";"sim";"sim";"550";"R$ 199.521,34 ";"R$ 199.521,34 ";"LABORE SERVIÇO CONST. LTDA-EPP";"27/10/2014";"";"";"100%";"R$ 199.521,34 ";"13/07/2015";"Concluída";"20/07/2015";"PEDRO SERGIO CAVALCANTI";""
"Nova Castilho";"2015";"1";"Urb./Habitação";"PREFEITURA MUNICIPAL DE NOVA CASTILHO";"CONSTRUÇÃO DE UM POÇO TUBOLAR-CDHU";"AV. VIRGÍNIA CAMPELO DA SILVA";"sim";"sim";"550";"R$ 212.248,00 ";"R$ 212.248,00 ";"T.G. GONZALES & CIA LTDA ME";"03/12/2014";"R$ 53.062,00 ";"";"100%";"R$ 265.310,00 ";"30/01/2015";"Concluída";"09/04/2015";"PEDRO SERGIO CAVALCANTI";""
"Nova Europa";"2015";"1";"Administração";"MUNICIPIO DE NOVA EUROPA";"EXECUÇÃO DE OBRA DE RECAPEAMENTO ASFÁLTICO E CONSTRUÇÃO DE GALERIAS PLUVIAIS";"VIAS PÚBLICAS DO MUNICIPIO";"sim";"sim";"6.000 HABITANTES";"R$ 179.105,66 ";"R$ 177.986,02 ";"NOVA ESTRADAS E CONSTRUÇÕES LTDA";"16/06/2014";"";"";"100%";"R$ 177.986,02 ";"30/08/2014";"Concluída";"";"VICENTE JOSÉ DA SILVA ARAÚJO";"ENG. RESP. CREA 0600844109"
"Nova Europa";"2015";"1";"Saúde";"MUNICIPIO DE NOVA EUROPA";"Execução de Obras de Rede de Abastecimento de Água, Reservatórios e Conjuntos de Moto Bombas";"NOVA EUROPA";"sim";"sim";"9.300 HABITANTES";"R$ 1.481.283,06 ";"R$ 1.427.287,97 ";"DOUBLLE JM CONSTRUTORA LTDA";"10/09/2012";"";"";"97%";"R$ 1.358.333,10 ";"10/09/2015";"Em andamento";"";"VICENTE JOSÉ DA SILVA ARAÚJO";"ENG. RESP. CREA 0600844109"
"Nova Europa";"2015";"1";"Desporto e Lazer";"MUNICIPIO DE NOVA EUROPA";"CONSTRUÇÃO DE PRAÇA PÚBLICA";"JARDIM SÃO FRANCISCO";"sim";"sim";"1.200 HABITANTES";"R$ 110.591,99 ";"R$ 110.287,98 ";"INAFF CONTRUTORA PRIME LTDA EPP";"16/06/2014";"";"";"85%";"R$ 93.067,18 ";"31/12/2015";"Em andamento";"";"VICENTE JOSÉ DA SILVA ARAÚJO";"ENG. RESP. CREA 0600844109"
"Nova Europa";"2015";"1";"Desporto e Lazer";"MUNICIPIO DE NOVA EUROPA";"REFORMA DO CENTRO DE LAZER DO TRABALHADOR";"RUA 13 DE MAIO, CENTRO";"sim";"sim";"9.300 HABITANTES";"R$ 423.115,86 ";"R$ 423.115,86 ";"INAFF CONTRUTORA PRIME LTDA EPP";"02/07/2014";"R$ 4.577,25 ";"";"50%";"R$ 16.924,64 ";"31/12/2015";"Em andamento";"";"VICENTE JOSÉ DA SILVA ARAÚJO";"ENG. RESP. CREA 0600844109"
"Nova Europa";"2015";"1";"Assistência Social";"MUNICIPIO DE NOVA EUROPA";"CONSTRUÇÃO DO CENTRO DO IDOSO";"Rua da Preguiça, Quadra “A”, Sistema de Lazer";"sim";"sim";"1.500 HABITANTES ";"R$ 444.188,93 ";"R$ 444.086,29 ";"CONSTRUTORA JORDÃO & BERGAMIM LTDA";"11/07/2014";"";"";"62%";"R$ 271.655,57 ";"11/07/2015";"Em andamento";"";"VICENTE JOSÉ DA SILVA ARAÚJO";"ENG. RESP. CREA 0600844109"
"Nova Europa";"2015";"1";"Saúde";"MUNICIPIO DE NOVA EUROPA";"AMPLIAÇÃO DO CENTRO DE SAÚDE";"RUA RODRIGUES ALVES, CENTRO";"sim";"sim";"9.300 HABITANTES";"R$ 103.380,23 ";"R$ 103.380,23 ";"EDUARDO JACINTO ARAÚJO ME";"01/04/2014";"";"";"78%";"R$ 81.079,48 ";"30/10/2015";"Em andamento";"";"VICENTE JOSÉ DA SILVA ARAÚJO";"ENG. RESP. CREA 0600844109"
"Nova Europa";"2015";"1";"Administração";"MUNICIPIO DE NOVA EUROPA";"CONSTRUÇÃO DE GALERIAS PLUVIAIS E IMPLANTAÇÃO DE GUIAS E SARJETAS E CALÇADA";"RUA 12 DE JANEIRO, RUA EULÓGIO CALDEIRAS DANTAS E RUA FRANCISCO METIDIERI";"sim";"sim";"1.500 HABITANTES ";"R$ 143.247,01 ";"R$ 164.545,22 ";"FORTPAV PAVIMENTAÇÃO E SERVIÇOS LTDA";"26/09/2013";"";"";"100%";"R$ 164.545,22 ";"30/11/2014";"Concluída";"";"VICENTE JOSÉ DA SILVA ARAÚJO";"ENG. RESP. CREA 0600844109"
"Nova Europa";"2015";"1";"Saúde";"MUNICIPIO DE NOVA EUROPA";"AMPLIAÇÃO DO PSF VILA FRAIGE";"RUA CAMPOS SALLES, VILA FRAIGE";"sim";"sim";"4.000 HABITANTES";"R$ 90.000,00 ";"R$ 90.000,00 ";"CONSTRUTORA JORDÃO & BERGAMIM LTDA";"16/06/2014";"";"";"100%";"R$ 90.000,00 ";"06/04/2015";"Concluída";"";"VICENTE JOSÉ DA SILVA ARAÚJO";"ENG. RESP. CREA 0600844109"
"Nova Europa";"2015";"1";"Desporto e Lazer";"MUNICIPIO DE NOVA EUROPA";"CONSTRUÇÃO DE PISTA DE SKATE";"RUA 13 DE MAIO, CENTRO, CENTRO DE LAZER DO TRABALHADOR";"sim";"sim";"150 HABITANTES";"R$ 76.674,08 ";"R$ 76.476,29 ";"RESISTENCIA SERVIÇOS E LOCAÇÕES LTDA. ME.";"09/04/2015";"";"";"100%";"R$ 76.476,29 ";"08/07/2015";"Concluída";"";"VICENTE JOSÉ DA SILVA ARAÚJO";"ENG. RESP. CREA 0600844109"
"Nova Europa";"2015";"1";"Saúde";"MUNICIPIO DE NOVA EUROPA";"CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE ";"RUA 7 DE SETEMBRO, CENTRO";"sim";"sim";"9.300 HABITANTES";"R$ 451.016,93 ";"R$ 559.817,88 ";"CONSTRUTORA JORDÃO & BERGAMIM LTDA";"09/05/2014";"";"";"59%";"R$ 346.400,00 ";"31/12/2015";"Em andamento";"";"VICENTE JOSÉ DA SILVA ARAÚJO";"ENG. RESP. CREA 0600844109"
"Nova Europa";"2015";"1";"Administração";"MUNICIPIO DE NOVA EUROPA";"EXECUÇÃO DE PAVIMENTAÇÃO ASFÁLTICA E RECAPEAMENTO ASFÁLTICO";"RUA EULÓGIO CALDEIRA DANTAS";"sim";"sim";"2.000 HABITANTES";"R$ 52.031,71 ";"R$ 44.769,85 ";"NOROESTE CONSTRUTORA E SERVIÇOS DE TOPOGRAFIA LTDA";"09/12/2013";"";"";"0%";"R$ 0,00 ";"";"Outros";"";"VICENTE JOSÉ DA SILVA ARAÚJO";"ENG. RESP. CREA 0600844109"
"Nova Europa";"2015";"1";"Desporto e Lazer";"MUNICIPIO DE NOVA EUROPA";"REFORMA DA PRAÇA DA MATRIZ";"RUA RODRIGUES ALVES, CENTRO";"sim";"sim";"9.300 HABITANTES";"R$ 240.791,00 ";"R$ 259.979,03 ";"CONSTRUTORA JORDÃO & BERGAMIM LTDA";"26/04/2013";"";"";"100%";"R$ 259.979,03 ";"03/03/2015";"Concluída";"";"VICENTE JOSÉ DA SILVA ARAÚJO";"ENG. RESP. CREA 0600844109"
"Nova Granada";"2015";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Nova Guataporanga";"2015";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Nova Independência";"2015";"1";"Urb./Habitação";"PREFEITURA DE NOVA INDEPENDÊNCIA";"CONVÊNIO - LOTES URBANIZADOS";"LOTEAMENTO JARDIM BELA VISTA";"";"";"UNIDADES";"R$ 590.565,21 ";"589.484,,64";"SANCHES & AQUINO CONSTRUTORA LTDA";"25/06/2015";"";"";"";"";"25/12/2015";"Em andamento";"";"SILVIO CEZAR RAMOS PEREIRA";""
"Nova Independência";"2015";"1";"Saúde";"PREFEITURA DE NOVA INDEPENDÊNCIA";"CONSTRUÇÃO DE UM PREDIO COMERCIAL-FISIOTERAPIA";"RUA DUQUE DE CAXIAS-QUADRA 18- P/LOTES A/B";"";"";"METROS QUADRADOS";"R$ 208,665,00";"R$ 149.086,68 ";"JPG INCORPORAÇÃO LTDA - EPP";"06/03/2015";"";"";"";"";"06/10/2015";"Em andamento";"";"SILVIO CEZAR RAMOS PEREIRA";""
"Novais";"2015";"1";"Administração";"PREFEITURA MUNICIPAL  DE NOVAIS";"CONSTRUÇÃO DE BARRACÃO MULTIPLOUSO";"Rua Francisco Ferreira Pinto, 205";"sim";"sim";"4.500";"R$ 206.804,89 ";"R$ 206.000,00 ";"M A DA SILVA MOURA ERELI - LTDA";"29/01/2015";"R$ 15.290,84 ";"7,00%";"100%";"R$ 200.000,00 ";"15/07/2015";"Concluída";"";"Fernando Henrique Ferreira Rocha";""
"Novais";"2015";"1";"Saúde";"PREFEITURA MUNICIPAL  DE NOVAIS";"REFORMA DO CENTRO DE SAÚDE ";"Rua Major João Batista Novaes, 466";"sim";"sim";"4.500";"R$ 260.187,19 ";"R$ 259.161,19 ";"M A DA SILVA MOURA ERELI - LTDA";"25/04/2014";"R$ 0,00 ";"0,00%";"100%";"R$ 259.161,19 ";"14/04/2015";"Concluída";"";"Fernando Henrique Ferreira Rocha";""
"Novais";"2015";"1";"Desporto e Lazer";"PREFEITURA MUNICIPAL  DE NOVAIS";"CONSTRUÇÃO DE COBERTURA DE QUADRA";"Praça do Conjunto Hab. Orlando Domingues";"sim";"sim";"1.000";"R$ 178.613,50 ";"R$ 178.109,16 ";"LGR CONSTRUTORA LTDA - EPP";"30/06/2014";"R$ 0,00 ";"0,00%";"40%";"R$ 0,00 ";"31/12/2015";"Em andamento";"";"Fernando Henrique Ferreira Rocha";""
"Novais";"2015";"1";"Educação";"PREFEITURA MUNICIPAL  DE NOVAIS";"CONSTRUÇÃO DE ESCOLA PARA EDU. INFANTIL";"Rua Aureliano Trojillo Paschoal, S/N";"sim";"sim";"150";"R$ 336.460,46 ";"R$ 333.907,46 ";"J.F.M. NOVAIS CONSTRUÇÕES LTDA";"09/04/2012";"R$ 0,00 ";"0,00%";"";"";"09/08/2014";"Outros";"";"Fernando Henrique Ferreira Rocha";""
"Novais";"2015";"1";"Urb./Habitação";"PREFEITURA MUNICIPAL  DE NOVAIS";"REFORMA DA PRAÇA LOURENÇO GIL MARTINS";"Praça Lourenço Gil Martins";"sim";"sim";"4.500";"R$ 90.000,00 ";"R$ 89.263,44 ";"J.F.M. NOVAIS CONSTRUÇÕES LTDA";"09/02/2012";"R$ 21.015,20 ";"0,00%";"";"";"09/08/2012";"Outros";"";"Fernando Henrique Ferreira Rocha";""
"Nova Luzitânia";"2015";"1";"Saúde";"Prefeitura Municipal de Nova Luzitânia";"Construção de Unidade Básica de Saúde Porte I";"Rua José da Silva Carvalhães, esq Ernesto Cavalin";"sim";"sim";"1.160 famílias";"R$ 249.828,55 ";"R$ 249.587,62 ";"CONSTRUTORA OLIVEIRA & ARAUJO";"25/06/2013";"";"";"35%";"R$ 86.193,72 ";"26/08/2013";"Em andamento";"";"José Gustavo Ferreira Tavarez";""
"Nova Luzitânia";"2015";"1";"Saúde";"Municipio de Nova Luzitânia";"Reforma e Adequação da Unidade Básica de Saúde Parte 02";"Rua José da Silva Carvalhães, ";"sim";"sim";"1.160 famílias";"R$ 218.235,53 ";"R$ 173.638,57 ";"METROS CONSTRUTORA EIRELI - ME";"03/02/2015";"                         ";"";"62%";"R$ 107.639,42 ";"03/08/2015";"Em andamento";"";"José Gustavo Ferreira Tavarez";""
"Novo Horizonte";"2015";"1";"Urb./Habitação";"Prefeitura Municipal de Novo Horizonte";"Aquisição e Instalação de Equipamentos para instalação de Usina de Resíduos da Construção Civil - Constrato FEHIDRO nº 2569/2013 - Proc. Nº 050/2014 - Pregão nº 026/2014";"Estrada Municipal NVH030 - Km 05";"sim";"sim";"35.000 Pessoas";"R$ 384.000,00 ";"R$ 380.000,00 ";"Remak Comércio de Máquinas Ltda";"19/05/2014";"R$ 0,00 ";"0,00%";"";"";"19/09/2014";"Em andamento";"";"Lucilene Filadelfo de Andrade Martins";"A obra encontra-se em andamento."
"Novo Horizonte";"2015";"1";"Saneamento";"Prefeitura Municipal de Novo Horizonte";"Contratação de obras de engenharia para Reconstrução de Canalização e Urbanização no Córrego Cardoso - Proc. N° 026/2015 - TP nº 03/2015 ";"Entre a Av. da Saudade e Rua Sebastião Ascencio";"sim";"sim";"35.000 Pessoas";"R$ 81.974,30 ";"R$ 75.700,00 ";"Construtora Bertoni e Bonifacio Ltda - ME";"25/05/2015";"R$ 0,00 ";"0,00%";"47%";"R$ 35.478,48 ";"27/07/2015";"Em andamento";"";"Lucilene Filadelfo de Andrade Martins";"A obra encontra-se em andamento."
"Novo Horizonte";"2015";"1";"Urb./Habitação";"Prefeitura Municipal de Novo Horizonte";"Contratação de obras de engenharia para Construção de Sanitário para atendimento dos servidores do Departamento Municipal de Projetos,Obras e Posturas - Proc. N° 151/2014 - C. Convite nº 09/2014 ";"Rua Prudente de Moraes, nº 369 - Vila Bauman";"sim";"sim";"200 Pessoas";"R$ 62.711,75 ";"R$ 54.990,00 ";"Construtora Bertoni e Bonifacio Ltda - ME";"19/01/2015";"R$ 0,00 ";"0,00%";"100%";"R$ 54.990,00 ";"19/05/2015";"Concluída";"02/07/2015";"Lucilene Filadelfo de Andrade Martins";"A obra foi concluída."
"Novo Horizonte";"2015";"1";"Saneamento";"Prefeitura Municipal de Novo Horizonte";"Contratação de obras de engenharia para Construção de Estação Elevatória de Esgoto para atendimento ao Distrito Industrial - Proc. N° 064/2014 - Tomada de Preços nº 08/2014 ";"Rua 02, s/n° - Distrito Industrial";"sim";"sim";"35.000 Pessoas";"R$ 133.866,08 ";"R$ 133.496,99 ";"Montbraz Araraquara Montagens Industriais EIRELI";"13/08/2014";"R$ 0,00 ";"0,00%";"37%";"R$ 50.094,69 ";"13/02/2015";"Em andamento";"";"Lucilene Filadelfo de Andrade Martins";"A obra encontra-se em andamento."
"Novo Horizonte";"2015";"1";"Desporto e Lazer";"Prefeitura Municipal de Novo Horizonte";"""Contratação de obras de engenharia para Reconstrução de muro de alvenaria no Estádio Josué Quirino de Moraes """"Quirinão"""" - Proc. N° 122/2014 - Tomada de Preços nº 017/2014 """;"Rua Rui Barbosa, s/nº - Centro";"sim";"sim";"35.000 Pessoas";"R$ 98.505,54 ";"R$ 90.940,14 ";"Maje Construções e Serviços Ltda";"01/12/2014";"R$ 0,00 ";"0,00%";"64%";"R$ 57.966,45 ";"05/05/2015";"Em andamento";"";"Lucilene Filadelfo de Andrade Martins";"A obra encontra-se em andamento."
